Geneid,sampleTreat_1.sam,sampleTreat_2.sam,sampleTreat_3.sam,sampleCtrl_1.sam,sampleCtrl_2.sam,sampleCtrl_3.sam
YPK_3165,  34,  14,  18,   6,   4,   6
YPK_3166,   4,   0,   2,   2,   0,   1
YPK_3167,   0,   0,   0,   0,   0,   0
YPK_3168,   0,   0,   0,   2,   0,   1
YPK_3169,   2,   0,   0,   2,   1,   1
YPK_3172,   0,   0,   2,   0,   0,   0
YPK_3173,   0,   4,   0,   2,   0,   1
YPK_3174,   0,   0,   0,   0,   0,   0
YPK_3175,   4,   4,   6,  10,   2,   5
YPK_3176,   2,   0,   0,   0,   2,   0
YPK_3177,   0,   4,   0,   0,   0,   1
YPK_3178,   0,   2,   4,   4,   4,   4
YPK_3179,   0,   0,   0,   0,   2,   2
YPK_3180,   0,   0,   2,   2,   1,   2
YPK_3181,   2,   2,   2,   0,   0,   0
YPK_3182,   0,   2,   0,   0,   0,   0
YPK_3183,   0,   8,   4,   0,   3,   0
YPK_3184,   0,   0,   0,   0,   0,   0
YPK_3185,   0,   0,   0,   1,   2,   1
YPK_3186,   0,   0,   2,   0,   0,   0
YPK_3187,   0,   2,   2,   4,   1,   2
YPK_3188,   0,   0,   0,   0,   0,   0
YPK_3189,   4,  11,   2,   0,   6,   5
YPK_3190,   2,   2,   3,   0,   2,   0
YPK_3191,   0,   2,   2,   1,   0,   1
YPK_3192,   2,   2,   0,   0,   0,   1
YPK_3193,   2,  14,   5,   1,   4,   0
YPK_3194,  14,   4,   9,  19,  18,  12
YPK_3195,  27,  16,  22,  19,  14,  16
YPK_3196,   4,   7,   8,   7,   2,   5
YPK_3197,   7,   3,  10,   5,   1,   3
YPK_3198,  13,  21,  14,  21,   7,  15
YPK_3199,   6,  16,   3,   2,   2,   2
YPK_3200,   0,   1,   0,   0,   2,   0
YPK_3201,   0,   2,   2,   1,   0,   0
YPK_3202,   7,   2,   4,   0,   2,   2
YPK_3203,  34,  20,  45,  10,  10,  12
YPK_3204,  10,   2,  12,   4,   6,   6
YPK_3205,   6,   4,  10,   6,   0,   4
YPK_3206,   0,   4,   9,   0,   0,   0
YPK_3207,  52,  35,  35,  20,  19,  21
YPK_3208,  66,  66,  49,  59,  62,  41
YPK_3209,   0,   0,   0,   0,   0,   0
YPK_3210,   0,   0,   0,   0,   0,   0
YPK_3211,   0,   0,   0,   0,   0,   0
YPK_3212,   0,   0,   2,   0,   0,   0
YPK_3213,   3,   3,   6,   2,   1,   2
YPK_3214,  13,   9,  10,   2,   6,   3
YPK_3215,   0,   2,   0,   0,   0,   0
YPK_3216,   7,  10,   6,   8,   6,  14
YPK_3217,   6,   4,   8,   4,   2,   2
YPK_3218,   0,   3,   5,   4,   2,   3
YPK_3219,   0,   4,   0,   0,   0,   0
YPK_3220,   0,   0,   0,   0,   0,   0
YPK_3221,   0,   4,   6,   0,   2,   0
YPK_3222,   0,   4,   0,   0,   0,   1
YPK_3223,   0,   0,   6,   2,   0,   1
YPK_3224,   2,   0,   0,   0,   2,   0
YPK_3225,   4,   0,   0,   0,   4,   1
YPK_3226,   2,   0,   6,   2,   2,   1
YPK_3227,   6,   2,   4,   4,   0,   2
YPK_3228,   2,   2,   5,   4,   4,   1
YPK_3229,   1,   4,   0,   2,   0,   1
YPK_3230,  16,  18,  14,   6,  20,  12
YPK_3231,   8,  15,   6,   2,   4,   6
YPK_3232,  27,  27,  30,  24,  20,  24
YPK_3233,  43,  27,  36,  23,  22,  23
YPK_3234,  10,  11,  11,   8,   7,   6
YPK_3235,  19,  28,  19,  33,  23,  32
YPK_3236,   1,   0,   1,   1,   4,   1
YPK_3237,   0,   0,   4,   0,   0,   1
YPK_3238,  10,   5,   6,   4,   8,   2
YPK_3239,   6,   8,   2,   2,   0,   2
YPK_3240,   0,   2,   0,   2,   0,   0
YPK_3241,   5,   4,   6,  10,   9,   9
YPK_3242,  16,  15,   1,  17,  17,  11
YPK_3243,   5,   0,   2,  11,   0,   5
YPK_3244,   5,   0,   2,   3,   1,   1
YPK_3245,   5,   9,   2,   2,   4,   4
YPK_3246,   6,   3,   2,   2,   2,   3
YPK_3247,   0,   3,   2,   4,   0,   4
YPK_3248,   0,   9,   6,   4,   0,   2
YPK_3249,   0,   2,   0,   0,   2,   0
YPK_3250,   0,   2,   0,   7,   2,   2
YPK_3251,   1,   0,   0,   0,   1,   0
YPK_3252,   3,   6,   0,   0,   6,   2
YPK_3253,   6,   2,   4,   4,   2,   2
YPK_3254,   7,   0,   0,   2,   2,   1
YPK_3255,   0,   2,   0,   0,   2,   1
YPK_3256,   4,   8,   8,   5,   9,   4
YPK_3257,   5,  10,   6,   7,   5,   5
YPK_3258,   8,   5,   5,   1,   0,   2
YPK_3259,   4,   8,   9,   1,   0,   2
YPK_3260,   0,   0,   0,   0,   0,   0
YPK_3261,   2,   8,  10,   7,   9,  10
YPK_3262,  21,  14,  15,  25,  10,  16
YPK_3263,  12,  13,   3,   2,   4,   6
YPK_3264,   2,   1,   2,   0,   0,   1
YPK_3265,   1,   0,   0,   0,   0,   0
YPK_3266,   2,   4,   2,   0,   0,   0
YPK_3267,  73,  90, 104, 144, 114, 124
YPK_3268,   0,   0,   0,   0,   0,   0
YPK_3269,   4,   6,  16,   8,   4,   2
YPK_3270,   2,  12,   8,   8,  14,   7
YPK_3271,   0,   8,   0,  10,   8,   5
YPK_3272,   0,   0,   4,   4,   0,   2
YPK_3273,   2,   6,   4,   2,   2,   1
YPK_3274,   8,   0,   5,   2,   0,   1
YPK_3275,   0,   0,   1,   0,   0,   0
YPK_3276,   4,   0,   4,   0,   2,   1
YPK_3277,   2,   0,   0,   2,   2,   1
YPK_3278,  20,   8,   4,   2,  10,   6
YPK_3279,  16,   3,   8,   0,   0,   0
YPK_3280,   0,   0,   4,  10,   2,   7
YPK_3281,  12,   4,   7,   9,  18,   5
YPK_3282,   2,   0,   1,   0,   0,   0
YPK_3283,   0,   0,   0,   0,   0,   0
YPK_3284,   0,   0,   0,   0,   0,   0
YPK_3285,   2,   0,   2,   0,   0,   0
YPK_3286,   0,   0,   0,   0,   0,   0
YPK_3287,   2,   7,   3,   6,   2,   6
YPK_3288,  11,   4,   2,   2,   2,   2
YPK_3289,   4,   6,  10,   0,   0,   1
YPK_3290,  10,  20,   8,  14,   9,   8
YPK_3291,   6,   2,   2,   4,   0,   2
YPK_3292,   0,   0,   0,   0,   0,   0
YPK_3293,   0,   0,   0,   4,   0,   1
YPK_3294,   0,   0,   0,   0,   0,   0
YPK_3295,  20,  20,  10,  12,  10,   9
YPK_3296,   2,   2,   4,   0,   0,   0
YPK_3297,   0,   0,   0,   0,   0,   1
YPK_3298,   0,   2,   2,   2,   0,   0
YPK_3299,   9,   4,   1,   0,   4,   2
YPK_3300,   4,  10,  10,   2,   2,   3
YPK_3301,   5,   2,   2,   0,   0,   2
YPK_3302,   4,   4,   2,   3,   6,   0
YPK_3303,   1,   2,   0,   2,   0,   2
YPK_3304,  14,   2,  11,   2,   2,   1
YPK_3305,  19,   6,  17,   9,   4,   4
YPK_3306,   6,   0,   7,   0,   0,   1
YPK_3307,   0,   4,   1,   0,   0,   0
YPK_3308,   4,   7,  15,   6,   2,   7
YPK_3309,   8,   0,   4,   0,   0,   0
YPK_3310,   4,   0,   1,   0,   0,   0
YPK_3311,   2,   0,   0,   2,   0,   2
YPK_3312,   2,   0,   8,   0,   4,   0
YPK_3313,   0,   0,   0,   0,   0,   0
YPK_3314,   0,   0,   0,   0,   0,   0
YPK_3315,   0,   0,   0,   2,   1,   0
YPK_3316,   0,   0,   0,   0,   0,   0
YPK_3317,   0,   0,   2,   0,   2,   0
YPK_3318,   2,   2,   0,   1,   0,   0
YPK_3319,   2,   2,   1,   3,   2,   3
YPK_3320,   0,   5,  10,   0,   4,   1
YPK_3321,   0,   0,   0,   0,   0,   0
YPK_3322,   0,   4,   2,   0,   0,   0
YPK_3323,   0,   0,   4,   0,   0,   1
YPK_3324,   2,   2,   2,   2,   4,   3
YPK_3325,  15,   6,   6,   0,   8,   0
YPK_3326,   2,   2,   2,   0,   1,   0
YPK_3327,   0,   0,   0,   0,   0,   0
YPK_3328,   0,   0,   0,   0,   0,   0
YPK_3329,   2,   0,   0,   0,   0,   0
YPK_3330,   4,   0,   0,   0,   0,   0
YPK_3331,   2,   2,   1,   1,   1,   0
YPK_3332,   5,   4,   2,   3,   0,   2
YPK_3333,   4,   2,   0,   2,   2,   0
YPK_3334,   3,   0,   4,   0,   0,   0
YPK_3335,   1,   4,   3,   2,   0,   1
YPK_3336,   5,   5,   8,   0,   2,   1
YPK_3337,   8,  19,  16,  14,  18,  12
YPK_3338,   5,   0,   2,   4,   0,   3
YPK_3339,   0,   0,   0,   2,   2,   2
YPK_3340,   8,  14,  20,  14,  14,  11
YPK_3341,  10,  10,   0,   4,   2,   4
YPK_3342,   4,   0,   0,   0,   0,   0
YPK_3343,  16,   4,   4,   0,  10,   1
YPK_3344,   7,   6,  10,   4,   6,   2
YPK_3345,   0,   0,   0,   0,   0,   0
YPK_3346,   0,   0,   0,   0,   0,   0
YPK_3349,  64,  44,  62,  26,  44,  16
YPK_3350,   4,   2,   0,   1,   0,   2
YPK_3351,   6,   9,   4,   7,   2,   4
YPK_3352,  19,  28,  18,   8,  12,   6
YPK_3353, 256, 235, 749, 322, 420, 238
YPK_3354,   0,   0,   0,   0,   0,   0
YPK_3355,   6,   6,   0,   2,   4,   1
YPK_3356,  13,  10,   4,   2,   0,   4
YPK_3357,   7,   2,   2,  14,   1,   7
YPK_3358,   1,   6,   8,   2,   4,   2
YPK_3359,   2,   4,   0,   2,   4,   0
YPK_3360,   4,   0,   0,   0,   0,   0
YPK_3361,  17,  24,  18,  27,  15,  19
YPK_3362,  12,   8,   5,  10,   6,   6
YPK_3363,   4,   1,   4,  20,  11,  18
YPK_3364,   2,   0,   0,   7,   3,   4
YPK_3365,  10,  22,  16,   8,  10,   8
YPK_3366,   0,   2,   4,   0,   0,   0
YPK_3367,   7,   2,   0,   0,   2,   1
YPK_3368,  20,  18,  20,  14,  14,   9
YPK_3369,  10,   0,  12,   6,   6,   8
YPK_3370,   0,   0,   0,   0,   0,   0
YPK_3371,   0,   0,   0,   0,   0,   0
YPK_3372,  14,  16,   9,   2,   9,   4
YPK_3373,  18,  16,  10,  12,   9,   7
YPK_3374,   0,   2,   0,   0,   0,   0
YPK_3375,   0,   8,  12,   7,   0,   3
YPK_3376,   6,   4,   2,   4,   0,   4
YPK_3377,   2,   0,   0,   0,   3,   0
YPK_3378,   4,   5,   7,   5,   6,   3
YPK_3379,   0,   0,   0,   1,   1,   0
YPK_3380,   1,   0,   3,   1,   2,   1
YPK_3381,   0,   0,   1,   0,   2,   0
YPK_3382,   0,   1,   2,   1,   0,   1
YPK_3383,   0,   0,   0,   0,   0,   0
YPK_3384,   0,   0,   0,   0,   0,   0
YPK_3385,   0,   2,   6,   0,   0,   0
YPK_3386,   0,   0,   0,   0,   0,   0
YPK_3387,   0,   0,   2,   0,   0,   0
YPK_3388,   6,   4,  11,   4,   4,   2
YPK_3389,   0,   0,   0,   0,   0,   3
YPK_3390,   0,   0,   0,   2,   0,   1
YPK_3391,   2,   6,  12,   2,   4,   3
YPK_3392,   4,   4,   3,   2,   4,   1
YPK_3393,   2,   1,   8,   1,   4,   1
YPK_3394,  13,  17,  16,   6,   4,   8
YPK_3395,   0,   0,   0,   3,   0,   0
YPK_3396,   0,   0,   0,   3,   0,   3
YPK_3397,   6,   0,  10,   0,   2,   0
YPK_3398,   2,   1,   2,   0,   0,   0
YPK_3399,   4,   1,   4,   0,   0,   0
YPK_3400,   0,   0,   0,   0,   0,   0
YPK_3401,   0,   0,   0,   0,   0,   0
YPK_3402,   0,   3,   6,   0,   0,   0
YPK_3403,   0,   0,   4,   0,   0,   0
YPK_3404,  94,  45,  53,  38,  44,  27
YPK_3405,   0,   0,   0,   0,   0,   0
YPK_3406,   2,   0,   2,   2,   0,   1
YPK_3407,   0,   0,   1,   0,   0,   1
YPK_3408,   0,   0,   3,   0,   0,   0
YPK_3409,   0,   2,   2,   0,   2,   0
YPK_3410,   0,   0,   2,   0,   0,   0
YPK_3411,  32,  31,  51,  36,  47,  19
YPK_3412,   6,  11,  11,   0,  13,   2
YPK_3413,   0,   0,   0,   0,   0,   0
YPK_3414,   0,   0,   0,   0,   0,   0
YPK_3415,   0,   0,   0,   0,   0,   0
YPK_3416,   0,   2,   0,   0,   0,   0
YPK_3417,   4,   4,   8,   4,   6,   5
YPK_3418,   0,   0,   0,   0,   0,   0
YPK_3419,   0,   0,   0,   0,   0,   0
YPK_3420,   0,   0,   0,   0,   0,   0
YPK_3421,   0,   0,   0,   4,   0,   2
YPK_3422,   0,   4,   0,   0,   0,   0
YPK_3423,   0,   0,   2,   0,   0,   0
YPK_3424,   8,   6,  17,  10,   0,   9
YPK_3425,  18,  27,  35,  23,  18,  15
YPK_3426,  13,  14,  11,  15,  19,  22
YPK_3427,   5,   6,   2,   6,   0,   7
YPK_3428,   5,   8,   1,   0,   0,   1
YPK_3429,  10,   3,   2,   2,   6,   0
YPK_3430,   2,   8,   8,   1,   0,   1
YPK_3431,   2,   1,   3,   1,   2,   1
YPK_3432,   0,   3,   0,   1,   0,   1
YPK_3433,  10,   9,   6,   0,   1,   2
YPK_3434,   2,   1,   2,   0,   1,   0
YPK_3435,   0,   0,   0,   6,   0,   2
YPK_3436,   0,   2,   2,   0,   0,   0
YPK_3437,   0,   0,   0,   0,   0,   0
YPK_3438,   0,   0,   4,   0,   0,   0
YPK_3439,   8,   2,   6,   4,   7,   4
YPK_3440,   9,  16,  13,  21,   9,  13
YPK_3441,  13,   6,  11,   2,  16,  12
YPK_3442,   0,   4,   0,   7,   4,   5
YPK_3443,   2,   2,   0,   0,   6,   0
YPK_3444,   5,   4,   0,   2,   0,   4
YPK_3445,  16,   8,  10,   6,  12,   7
YPK_3446, 145, 133, 114, 116, 100, 107
YPK_3447,  19,  34,  24,   6,  14,  12
YPK_3448,   0,   0,   2,   1,   2,   2
YPK_3449,  10,  20,  12,  12,  14,  16
YPK_3450,   0,   0,   0,   0,   0,   0
YPK_3451,   6,   2,   2,   0,   2,   1
YPK_3452,  16,  14,   6,   8,   0,   5
YPK_3453,   0,   4,   0,   0,   2,   1
YPK_3454,   8,   3,   2,   0,   0,   2
YPK_3455,   0,   3,   4,   2,   5,   3
YPK_3456,   0,   0,   0,   0,   2,   1
YPK_3457,  17,  10,  22,   6,   3,   3
YPK_3458,   6,   0,   4,   0,   4,   2
YPK_3459,  12,   8,   4,   4,   2,   4
YPK_3460,   0,   2,   4,   0,   2,   1
YPK_3461,   0,   0,   0,   0,   0,   1
YPK_3462,   0,   0,   0,   0,   0,   0
YPK_3463,   4,   7,   6,   5,   2,   4
YPK_3464,   0,   4,   0,   4,   2,   2
YPK_3465,   0,   0,   0,   0,   0,   0
YPK_3466,   0,   1,   0,   0,   0,   0
YPK_3467,   2,   2,   4,   0,   2,   0
YPK_3468,   8,  16,  13,  14,  14,  15
YPK_3469,   2,   4,   7,   2,   5,   1
YPK_3470,   5,   5,  11,   4,   5,   3
YPK_3471,   4,   0,   0,   0,   2,   0
YPK_3472,   4,   0,   6,   1,   7,   0
YPK_3473,  13,   9,  16,  12,   5,   7
YPK_3474,  14,   8,  11,   7,  14,   6
YPK_3475,  10,   4,   6,   5,   2,   3
YPK_3476,   2,   6,   2,   4,   0,   3
YPK_3477,   2,   7,   0,   0,   0,   1
YPK_3478,  11,  21,  14,  18,   8,   9
YPK_3479,   8,   6,   4,   2,  10,   2
YPK_3480,   6,   4,   6,  10,   8,   7
YPK_3481,   0,   0,   3,   4,   0,   2
YPK_3482,   6,   0,   0,   1,   5,   2
YPK_3483,   6,   2,   1,   7,   9,   6
YPK_3484,   0,   0,   0,   0,   0,   0
YPK_3485,   4,   1,   0,   2,   0,   1
YPK_3486,   4,   8,   6,   0,   4,   0
YPK_3487,  17,  22,  17,  26,  14,  25
YPK_3488,   0,   2,   0,   3,   3,   0
YPK_3489,  38,  44,  39,  34,  51,  34
YPK_3490,  78,  56,  59,  75,  97,  53
YPK_3491,  98, 119,  87, 132, 115, 112
YPK_3492,  12,   5,   6,   5,  15,   5
YPK_3493,   0,   0,   0,   0,   0,   0
YPK_3494,   0,   3,   4,   1,   0,   2
YPK_3495,   0,   1,   2,   0,   0,   0
YPK_3496,   0,   0,   0,   0,   2,   0
YPK_3497,  12,   2,   6,   4,   0,   3
YPK_3498,   2,   0,   0,   0,   0,   1
YPK_3499,   2,   2,   0,   0,   0,   0
YPK_3500,   2,   6,   2,   4,   0,   1
YPK_3501,   2,  12,   1,   1,   9,   3
YPK_3502,   0,   0,   2,   0,   0,   0
YPK_3503,   1,   0,   0,   0,   0,   0
YPK_3504,   8,  10,   7,  10,   0,   6
YPK_3505,   2,  17,   2,   1,   5,   5
YPK_3506,   2,   0,   0,   0,   0,   2
YPK_3507,   0,   0,   0,   0,   0,   0
YPK_3508,   2,   4,   0,   0,   0,   1
YPK_3509,  19,  29,  19,  22,  14,  17
YPK_3510,   7,   0,   0,   0,   2,   0
YPK_3511,   9,   6,  11,   7,   9,   8
YPK_3512,  36,  40,  37,  29,  37,  33
YPK_3513,  64,  44,  63,  72,  57,  61
YPK_3514,  11,   6,   6,  12,  12,  11
YPK_3515,   1,   0,   0,   0,   1,   1
YPK_3516,   0,   2,   3,   8,  10,   4
YPK_3517,  23,   8,  10,  10,  14,  13
YPK_3518,   6,   4,   2,   2,   7,   2
YPK_3519,   4,   2,   5,   8,   6,   8
YPK_3520,   3,   4,   2,   6,  10,  15
YPK_3521,   1,   6,   6,  12,   6,   8
YPK_3522,   4,  11,   4,  11,  27,   6
YPK_3523,  17,  17,  20,   4,  10,   5
YPK_3524,   5,  13,   0,   2,   2,   4
YPK_3525,   2,   4,   2,   2,   0,   0
YPK_3526,  10,  10,  11,   7,   6,  11
YPK_3527,   8,   5,  10,   7,   3,   6
YPK_3528,   3,   5,   1,   0,   1,   0
YPK_3529,  36,  45,  38,  45,  26,  20
YPK_3530,   2,   0,   0,   6,   0,   2
YPK_3531,   8,   5,   5,   2,   2,   3
YPK_3532,   8,   6,   6,   4,   0,   2
YPK_3533,   0,   0,   1,   0,   0,   1
YPK_3534,   0,   0,   0,   0,   0,   0
YPK_3535,   5,   4,   0,   0,   0,   0
YPK_3536,   2,   0,   0,   0,   0,   0
YPK_3537,   0,   2,   2,   1,   2,   1
YPK_3538,  10,   6,   2,   0,   0,   2
YPK_3539,   2,   0,   0,   0,   0,   0
YPK_3540,   0,   0,   0,   0,   0,   0
YPK_3541,   0,   0,   0,   0,   0,   0
YPK_3542,   0,   0,   2,   0,   0,   0
YPK_3543,   0,   0,   2,   0,   4,   0
YPK_3544,   0,   2,   1,   0,   0,   1
YPK_3545,   5,   4,   0,   0,   0,   0
YPK_3546,   2,   2,   0,   0,   0,   1
YPK_3547,   4,   2,   4,   2,   2,   2
YPK_3548,   1,   3,   3,   4,   0,   1
YPK_3549,  10,   3,   7,   5,   8,   3
YPK_3550,   4,   6,   2,   6,   0,   6
YPK_3551,   2,   0,   0,   0,   4,   1
YPK_3552,   0,   0,   0,   0,   2,   0
YPK_3553,   0,   0,   0,   0,   0,   0
YPK_3554,   0,   0,   0,   0,   0,   0
YPK_3555,   0,   0,   0,   0,   0,   0
YPK_3556,   0,   0,   0,   0,   0,   0
YPK_3557,   0,   0,   0,   0,   0,   0
YPK_3558,   2,   2,   0,   0,   0,   2
YPK_3559,   0,   0,   6,   0,   0,   0
YPK_3560,   0,   0,   0,   0,   0,   0
YPK_3561,   0,   0,   0,   2,   0,   1
YPK_3562,   0,   0,   0,   0,   0,   1
YPK_3563,   4,   0,   0,   0,   4,   1
YPK_3564,   0,   0,   0,   0,   0,   0
YPK_3565,   0,   0,   0,   0,   0,   0
YPK_3566,   0,   0,   0,   0,   0,   0
YPK_3567,   0,   0,   0,   0,   0,   0
YPK_3568,   1,   1,   2,   0,   0,   0
YPK_3569,   2,   7,   0,   0,   0,   2
YPK_3570,  12,  16,  10,   3,   8,   6
YPK_3571,  10,  15,   7,   1,   4,   4
YPK_3572,   1,   2,   0,   6,   0,   4
YPK_3573,   8,  16,   0,   4,   2,   2
YPK_3574,   0,   0,   2,   1,   0,   2
YPK_3575,   2,   4,   1,   2,   0,   2
YPK_3576,   0,   0,   0,   0,   0,   0
YPK_3577,   0,   0,   0,   0,   0,   0
YPK_3578,   0,   0,   2,   0,   2,   0
YPK_3579,   0,   0,   0,   0,   0,   0
YPK_3580,   0,   0,   6,   1,   0,   0
YPK_3581,   2,   6,   2,   3,   0,   3
YPK_3582,  14,   6,   0,   4,   2,   3
YPK_3583,   4,   2,   4,   2,   0,   1
YPK_3584,   4,   0,   2,   0,   4,   1
YPK_3585,   2,   4,   8,   4,   3,   7
YPK_3586,  18,   6,   7,   6,   2,   4
YPK_3587,   2,   1,   2,   4,   6,   5
YPK_3588,  51,  47,  26,  41,  32,  28
YPK_3589,   6,   8,   8,   4,   7,   6
YPK_3590,  16,  16,  14,  15,  11,  16
YPK_3591,   4,   2,   0,   2,   2,   1
YPK_3592,   0,   0,   0,   2,   0,   1
YPK_3593,  19,  14,  14,  14,   5,   8
YPK_3594, 160, 118, 141,  75,  47,  76
YPK_3595,   0,   4,   0,   0,   4,   1
YPK_3596,   0,   0,   0,   0,   0,   0
YPK_3597,   6,   0,   2,   2,   6,   1
YPK_3598,   5,  16,   8,   2,   0,   1
YPK_3599,  52,  71,  35,  52,  52,  45
YPK_3600,   0,   8,   0,   0,   6,   3
YPK_3601,   0,   0,   0,   0,   0,   0
YPK_3602,  24,  17,   8,  12,   4,  12
YPK_3603,   2,   5,   0,   6,   6,   2
YPK_3604,   2,   2,   1,   2,  10,   7
YPK_3605,   0,   0,   0,   0,   0,   0
YPK_3606,  10,   6,   4,   9,  12,   6
YPK_3607,   3,   0,   3,   0,   6,   0
YPK_3608,   0,   0,   0,   0,   0,   0
YPK_3609,   5,   9,  12,   1,   9,   3
YPK_3610,  16,  25,  18,  12,   0,   9
YPK_3611,   4,   2,   0,   0,   3,   2
YPK_3612,   0,   0,   2,   0,   1,   0
YPK_3613,   8,   4,   6,   6,   9,   5
YPK_3614,   4,   4,  10,   2,   8,   0
YPK_3615,   2,   0,   6,   0,   2,   0
YPK_3616,   2,   0,   0,   0,   2,   0
YPK_3617,   2,   0,   0,   1,   0,   1
YPK_3618,  36,  17,  28,  16,  28,  20
YPK_3619,  14,  17,   6,   1,  12,   4
YPK_3620,   0,   0,   0,   6,   0,   4
YPK_3621,   0,   4,   5,   0,   2,   2
YPK_3622,   0,   6,   2,   3,   0,   1
YPK_3623,   8,   1,   0,   0,   0,   4
YPK_3624,  16,  17,  24,  10,  12,  17
YPK_3625,   4,   9,   6,  22,  14,  13
YPK_3626,   2,   6,   4,   0,   0,   1
YPK_3627,   3,   5,   2,   0,   2,   5
YPK_3628,   0,   4,   4,   0,   0,   0
YPK_3629,   0,   0,   0,   3,   0,   3
YPK_3630,   0,   4,   7,   2,   4,   1
YPK_3631,   0,   2,   0,   0,   1,   0
YPK_3632,   2,   0,   4,   2,   1,   0
YPK_3633,  12,  18,  22,   8,   6,   5
YPK_3634,   0,   0,   0,   0,   0,   0
YPK_3635,   0,   0,   2,   1,   0,   0
YPK_3636,   4,   8,   2,   2,   5,   3
YPK_3637,   3,   0,   0,   0,   0,   0
YPK_3638,   4,   4,   2,   0,   0,   0
YPK_3639,   0,   8,   2,   0,   4,   1
YPK_3640,   0,   0,   0,   0,   0,   0
YPK_3641,   2,   0,   2,   0,   0,   0
YPK_3642,   8,   2,   4,   3,   2,   5
YPK_3643,   4,   0,   0,   4,   0,   1
YPK_3644,   0,   0,   0,   0,   0,   0
YPK_3645,   0,   0,   0,   0,   1,   0
YPK_3646,   0,   2,   3,   2,   3,   3
YPK_3647,   4,   2,   1,   0,   0,   1
YPK_3648,   2,   2,   0,   0,   0,   0
YPK_3649,   4,   2,   8,   2,   4,   0
YPK_3650,   0,   3,   4,   0,   0,   0
YPK_3651,   2,   0,   0,   0,   0,   0
YPK_3652,   0,   0,   0,   0,   0,   0
YPK_3653,   2,   0,   2,   0,   0,   0
YPK_3654,   7,   2,   0,   0,   0,   0
YPK_3655,   5,   4,   2,   0,   0,   0
YPK_3656,   8,   6,   0,   2,   2,   2
YPK_3657,   2,   2,   4,   0,   0,   2
YPK_3658,   2,   0,   1,   0,   4,   2
YPK_3659,   0,   0,   0,   0,   0,   0
YPK_3660,   0,   0,   0,   0,   0,   0
YPK_3661,   0,   0,   0,   0,   0,   0
YPK_3662,   0,   2,   0,   2,   0,   1
YPK_3663,   0,   0,   0,   4,   0,   2
YPK_3664,   4,   0,   2,   0,   0,   0
YPK_3665,   3,   1,   2,   0,   0,   0
YPK_3666,   0,   2,   4,   0,   8,   0
YPK_3667,   0,   0,   0,   0,   1,   1
YPK_3668,   0,   0,   0,   0,   0,   0
YPK_3669,   0,   0,   0,   0,   0,   0
YPK_3670,   0,   0,   0,   0,   0,   0
YPK_3671,   0,   0,   0,   0,   4,   0
YPK_3672,  15,  11,  14,   4,  14,   3
YPK_3673,   3,   2,   2,   4,   0,   3
YPK_3674,   6,   8,   0,   2,   6,   2
YPK_3675,   0,   0,   0,   0,   0,   0
YPK_3676,   0,   2,   0,   2,   0,   2
YPK_3677,   8,  10,   1,  10,   8,   5
YPK_3678,   5,   2,   3,   0,   2,   1
YPK_3679,  22,  16,  21,   4,  12,  11
YPK_3680,   2,   0,   0,   0,   2,   0
YPK_3681,  16,  24,  10,  18,  20,  17
YPK_3682,   8,   0,   8,   6,   2,   2
YPK_3683,  14,  20,  10,  14,   7,  12
YPK_3684,   0,   0,   0,   2,   0,   1
YPK_3685,   4,   3,   5,   0,   2,   0
YPK_3686,  21,  22,  22,   8,  20,   9
YPK_3687,   5,   4,   1,   2,   1,   3
YPK_3688,   1,   0,   0,   0,   2,   0
YPK_3689,   2,   0,   2,   0,   4,   2
YPK_3690,   4,   0,   0,   0,   0,   0
YPK_3691,  37,  48,  41,  10,  14,   9
YPK_3692,   6,   9,   5,   1,   0,   0
YPK_3693,   0,   0,   0,   0,   0,   0
YPK_3694,   0,   0,   0,   0,   0,   0
YPK_3695,   0,   0,   0,   0,   0,   0
YPK_3696,   0,   0,   0,   0,   0,   0
YPK_3697,   2,   0,   0,   0,   0,   0
YPK_3698,   0,   0,   0,   0,   0,   0
YPK_3699,   0,   1,   0,   0,   0,   0
YPK_3700,   0,   0,   0,   0,   0,   0
YPK_3701,   0,   2,   0,   0,   0,   0
YPK_3702,   0,   0,   0,   0,   0,   0
YPK_3703,   1,   4,   2,   0,   0,   0
YPK_3704,   1,   4,   0,   0,   4,   2
YPK_3705,   1,   0,   0,   6,   0,   3
YPK_3706,   0,   0,   0,   0,   0,   2
YPK_3707,   2,   0,   0,   2,   0,   1
YPK_3708,   0,   0,   0,   0,   0,   0
YPK_3709,   0,   0,   0,   0,   0,   0
YPK_3710,   0,   0,   0,   2,   0,   1
YPK_3711,   0,   0,   0,   0,   0,   0
YPK_3712,   0,   0,   2,   0,   0,   0
YPK_3713,   7,  12,  11,  14,  15,  11
YPK_3714,  10,   7,  24,   2,  14,   1
YPK_3715,  15,   4,  13,  10,   2,   8
YPK_3716,   6,   8,   8,   4,   5,   2
YPK_3717,   4,   2,   2,   6,   4,   4
YPK_3718,   6,  16,   4,   8,   6,   4
YPK_3719,   8,   2,   0,   0,   0,   1
YPK_3720,  10,  16,  12,  21,  26,  15
YPK_3721,   3,   2,   2,   1,   4,   0
YPK_3722,   2,   2,   4,   0,   0,   0
YPK_3723,   0,   1,   0,   0,   0,   1
YPK_3724,  34,  56,  32,  62,  58,  52
